ngrams,count
für bonitätsbeurteilung gmbh,23
unique code identifying,23
acts,23
für bonitätsbeurteilung,23
risk management sl,23
méxico,23
portfolio compression,23
unit ltd,23
global ratings europe,23
capital intelligence,23
cells,23
initial margin,23
capital intelligence ratings,23
expert ra gmbh,23
expert ra,23
capital intelligence ratings ltd,23
arc,23
arc ratings,23
capable,23
hr ratings de méxico,23
crif ratings,23
diligence,23
error,23
krona,23
detrimental,23
scope ratings gmbh,23
high risk,23
credit rating agency ltd,23
de méxico,23
danish krone,22
sales,22
accounting netting,22
cumulative,22
unauthorised,22
assets bad art,22
specification,22
systemic,22
investment decision,22
danish,22
ctps,22
yen,22
fitch deutschland,22
ratings españa,22
market size,22
investors service cyprus ltd,22
front,22
electronic money,22
trading algorithm,22
decreases,22
investors service emea,22
alternative investment,22
icap group sa,22
investors service emea ltd,22
dbrs ratings limited,22
investors service españa,22
liquidity criteria,22
kuna,22
group sa,22
quality steps,22
sterling,22
penalty systems,22
cis limited,22
agency europe limited,22
cis,22
billion,22
otc options,22
qualified,22
investors service cyprus,22
unregulated financial,22
ratings cis limited,22
core,22
ratings cis,22
maximum single,22
sizes,22
ois,22
exit,22
market options,22
koruna,22
grant,22
rating agency europe limited,22
czech koruna,22
environment,22
cyprus ltd,22
permission,22
fitch ratings limited,22
fitch ratings cis limited,22
fitch ratings cis,22
deliverable,22
fitch polska,22
fitch italia,22
fitch france,22
fitch deutschland gmbh,22
australian dollar,22
suitable,22
investors service ltd,22
pound sterling,22
general comments,22
leu,22
exchange derivatives,22
similar financial,22
lev,22
canadian dollar,22
confirmation,22
manufacturer,22
services ltd,22
term structure,22
confidential,22
representative,22
intervention,22
largest losses,22
norwegian krone,22
facility,22
norwegian,22
receivable,22
service españa,22
tools,22
reference number,22
concern,22
service ltd,22
emea ltd,22
service emea ltd,22
forint,22
foreign exchange derivatives,22
relevant national gaap,22
buffer rate,22
collateralized,22
intragroup,22
reporting periods,22
aif,22
legislation,22
service cyprus,22
service cyprus ltd,22
polska,22
service emea,22
us dollar,22
business model,22
session,22
emea,22
additional tier,22
ftse,21
comparable,21
appropriately,21
relevant day,21
equity method,21
difficulties,21
romanian,21
romanian leu,21
interest expenses,21
catastrophe,21
czech republic,21
recent,21
ai bi,21
countercyclical capital buffer,21
recommendations,21
ireland,21
main business,21
benefit obligations,21
easily,21
escb,21
normal market,21
swaptions,21
relevant market,21
messages,21
zloty,21
enterprises,21
lack,21
isins,21
trading algorithms,21
applications,21
sfps,21
natural persons,21
profits,21
internal ratings,21
adequately,21
rate term structure,21
islamic,21
countercyclical capital,21
detailed information,21
originators,21
credit quality steps,21
single name cds,21
hungary,21
reviews,21
taiwan,21
internal model,21
equity tier,21
common equity tier,21
mexico,21
maximum single loss,21
consolidated accounts,21
national competent,21
derivatives ifrs,21
net long,21
electricity,21
month maturity,21
name cds,21
ratios,21
formats,21
krone duration,20
investment funds,20
band,20
trade receivables,20
derivatives crr,20
ecb bsi,20
best possible,20
ecb bsi regulation,20
duties,20
memo,20
cash flow hedges,20
proper,20
strategic,20
positions subject,20
subsequently,20
regularly,20
granularity,20
reasonable commercial,20
possession,20
risk management function,20
america,20
data available,20
disproportionate,20
equity ias,20
advanced,20
interest rate term structure,20
loss adjustment,20
judgement,20
normal market size,20
default swap,20
aspects,20
periods related,20
loss accounting,20
realistic,20
electronic payment,20
subsidaries,20
credit conversion,20
tax rate,20
union law,20
duri,20
conjunction,20
flow hedges,20
dtl,20
islamic state,20
waiver,20
bsi regulation,20
bsi,20
certificate,20
derivatives transactions,20
valid,20
supervisory authorities,20
agricultural,20
regulatory framework,20
parts,20
credit default swap,20
consequences,20
electronically,20
cancellation,20
summary,20
correct,20
systemic risk,20
quantitative liquidity criteria,20
interpretation,20
potential client,20
net bad art,20
risk category,20
wholesale,20
design,20
particularly,20
technology,20
net bad,20
publicly available,20
device,19
clauses,19
solutions,19
delivery risk,19
commission regulation,19
primary,19
ifric,19
earthquake risk,19
sme growth,19
instance,19
germany,19
clause,19
movement,19
expertise,19
concerns,19
loss recovery,19
unique identification,19
premium accounts,19
bond types,19
adverse,19
deferral,19
gain,19
reference dates,19
whenever,19
financial information,19
first sentence,19
length,19
authentication code,19
probable future,19
multilateral development,19
conclusion,19
undue,19
aviation,19
pension fund,19
service users,19
repayment,19
exact,19
probable future taxable,19
hail risk,19
names,19
payment service users,19
hu,19
unsettled transactions,19
month maturity bucket,19
matches,19
capture,19
www,19
investment fund,19
finland,19
schemes,19
benefit pension,19
risk tolerance,19
brazil,19
decimal,19
card,19
cfd,19
regions,19
variable,19
le,19
gas,19
insurance distribution,19
relevant competent authorities,19
se,19
validity,19
basel,19
derivatives contracts,19
annual basis,19
belgium,19
work,19
sr,19
multiplication,19
transparency obligations,19
limitations,19
effective date,19
share premium accounts,19
cusip,18
development banks,18
usually,18
volatility index,18
preliminary,18
dea client,18
physically,18
measurement category,18
complaints,18
exchange rate,18
market operations,18
shock amount,18
pair,18
ucits,18
notional value,18
letters,18
resolution authorities,18
legal address,18
business continuity,18
council directive,18
ss,18
households these exposures,18
official export,18
official export credit,18
official export credit insurance,18
cash balances,18
pl,18
previous reporting periods,18
total outflows,18
direct electronic,18
minutes,18
submitters,18
calendar year,18
breach,18
trade finance,18
conservation buffer,18
ipv,18
urgency,18
conservation,18
value hedges,18
multilateral development banks,18
https,18
initially,18
overnight index,18
subsidence,18
permanent,18
alternatively,18
amortisation,18
consumption,18
independence,18
risk ias,18
reinsurance contract,18
unrealised,18
interest policy,18
advance consideration,18
general credit,18
white,18
xml,18
history,18
demand deposits,18
general government,18
flag rm,18
aid,18
general risk,18
etf,18
registration number,18
term structures,18
insurance scheme,18
impairment stages,18
long settlement,18
building,18
indirectly,18
export credit insurance scheme,18
legs,18
historical,18
numerical,18
reply,18
tranches,18
reuters,18
events subject,18
india,18
payable,18
financial assets subject,18
fair value hedges,18
credit insurance scheme,18
early termination,18
better,18
contribution debtor,18
legal person,18
rate term structures,18
dedicated interface,18
credit rating scale,18
structured entities,17
electronic access,17
catastrophe risk,17
comma,17
claim,17
insolvency proceedings,17
appropriate name,17
execution venues,17
treaties,17
estimation,17
total direct loss,17
counterparty default,17
discount,17
internal rating,17
possible result,17
laws,17
applicants,17
income ias,17
federal,17
meeting,17
unconsolidated structured entities,17
guidance,17
total value,17
long settlement transactions,17
exposure values,17
freight,17
direct electronic access,17
frequent,17
event types,17
certain international,17
council regulation,17
properties,17
direct loss,17
direct loss recovery,17
power,17
relevant annexes,17
total direct loss recovery,17
total direct,17
internal data,17
message,17
many,17
dear,17
early amortisation,17
timestamp,17
net investments,17
seconds,17
independently,17
product information,17
contractually,17
settlement transactions,17
mexican peso,17
mexican,17
internal models,17
signals,17
best possible result,17
intangible assets ias,17
discretionary,17
eiopa,17
negative fair value,17
automatically,17
trading portfolio,17
negative fair,17
legally,17
unconsolidated,17
unconsolidated structured,17
subject matter,17
risk factor stressi,17
resolution actions,17
general information,17
sk,17
personal transactions,17
understanding,17
previous reporting reference,17
territories,17
reclassifications,17
training,17
loss reinsurance,17
unique identification number,17
np,17
investment product,17
initial application,17
new zealand dollar,17
distributor,17
zealand dollar,17
information document,17
foreseeable,17
normal insolvency,17
singapore dollar,17
etfs,17
occurrence,17
consolidated own funds,17
factor stressi,17
first loss,17
transactions unsettled,17
consolidated own,17
ocr,17
solvency ratio,17
underwriting risk,17
default risk,17
online,17
currency swap,17
interim,17
detriment,17
moment,17
persons responsible,17
closely,17
eligible counterparty,17
ifrs 9 appendix,17
kong dollar,17
hong kong dollar,17
telephone number,17
business activities,17
association,17
single currency swap,17
confidence,17
tests,17
margin lending,17
austria,17
rather,17
eligible encumbered,17
selection,17
similar financial instruments,17
internal audit,17
consumer,17
mortgage,17
threat,17
revaluation,16
foreign operations,16
trader,16
financial assets bad,16
collateral arrangement,16
taiwan dollar,16
currency pair,16
auditor,16
horizon,16
regulatory requirements,16
share capital,16
total assets,16
settlements,16
financial stability,16
turkish,16
segregated accounts,16
consequently,16
sme growth market,16
product information document,16
tail,16
repo,16
leases,16
lu,16
insurance product information,16
euaa,16
total liabilities,16
virtue,16
provisional period,16
past 6 months,16
post,16
lira,16
material change,16
own covered,16
inception,16
dilution,16
insurance product information document,16
own covered bonds,16
skills,16
inflation single currency,16
alternative investment fund,16
inflation single,16
consultation notice,16
conditions are satisfied,16
overnight index swap,16
derivatives whose underlying,16
fraud rates,16
loss accounting directive art,16
reinsurance arrangement,16
rating agencies,16
free float,16
owners,16
growth market,16
currency currency,16
valuation date,16
normal insolvency proceedings,16
cva risk,16
general terms,16
related share,16
professional client,16
sweden,16
emission allowance derivatives whose underlying,16
notifications,16
channels,16
joint investigation,16
loss accounting directive,16
allowance derivatives whose underlying,16
distribution activities,16
strict locom,16
total turnover,16
strike,16
group solvency,16
new taiwan dollar,16
turkish lira,16
financial market,16
index swap,16
new taiwan,16
contractual cash,16
total recovery,16
risk categories,16
inducement,16
securities lending,16
head,16
always,16
average lgd,16
senior sts securitisation positions,16
original deduction,16
proportion,16
deviation,16
therefore appropriate,16
front office,16
index options,16
debtors,16
financial situation,16
completeness,16
russian,16
numbers,16
probability,16
initiative,16
breaches,16
property plant,16
weeks prior,16
substantial importance,16
text set,16
sub,16
indicative,16
transition,16
